timestamp_s,m1_a,m2_a,m3_a,m4_a,m5_a,m6_a,m7_a,m8_a,m9_a,m10_a,m11_a,m12_a
1777925372.4462,9.67,0.31,15.06,0.11,4.36,7.66,0.61,1.04,7.25,8.59,6.59,18.37
1777925372.6465,9.68,-0.38,15.07,0.05,4.32,7.62,0.62,0.97,7.26,8.68,6.52,18.37
1777925372.8468,9.58,0.37,15.07,0.08,4.39,7.61,0.7,0.81,7.26,8.53,6.42,18.35
1777925373.0471,9.66,0.44,15.04,0.12,4.27,7.63,0.62,0.82,7.29,8.55,6.54,18.43
1777925373.2474,9.66,0.37,15.05,0.08,4.21,7.63,0.59,0.91,7.27,8.53,6.47,18.38
1777925373.4476,9.63,0.45,15.04,0.05,4.36,7.64,0.65,0.82,7.28,8.57,6.48,18.34
1777925373.6479,9.65,0.38,15.02,-0.15,4.25,7.65,0.59,0.84,7.26,8.49,6.48,18.36
1777925373.8503,9.66,0.39,15.06,0.07,4.34,7.64,0.57,0.9,7.27,8.46,6.52,18.44
1777925374.0506,6.51,1.03,1.45,8.33,13.58,35.01,8.76,4.98,32.46,6.4,0.73,-3.1
1777925374.2508,3.32,2.79,15.11,4.14,8.8,7.13,3.14,4.36,28.67,3.24,7.64,16.96
1777925374.4511,15.77,0.64,8.03,5.38,3.16,13.2,5.62,5.78,12.95,7.88,33.02,24.78
1777925374.6515,5.23,10.88,34.31,14.63,14.21,24.72,8.85,2.69,23.4,-0.27,8.3,0.83
1777925374.8550,11.75,-1.34,25.65,2.94,5.01,6.07,1.59,0.06,0.77,8.87,8.3,24.35
1777925375.0553,2.43,3.53,6.12,7.93,4.12,25.11,4.0,5.58,22.67,4.35,13.56,21.47
1777925375.2556,-0.31,4.85,6.55,12.72,13.48,26.9,12.47,1.97,12.58,1.87,4.91,10.06
1777925375.4559,9.3,1.97,18.89,0.83,-3.07,2.25,3.19,4.23,19.79,14.61,26.25,24.43
1777925375.6562,3.34,0.53,1.25,11.24,5.72,22.93,6.65,1.96,30.62,1.87,-3.17,1.9
1777925375.8565,5.87,3.79,16.0,0.7,-0.16,5.31,2.56,2.21,-3.85,5.22,5.13,19.26
1777925376.0570,4.96,7.47,7.69,7.61,2.35,22.15,0.28,7.99,1.99,15.19,32.54,24.72
1777925376.2572,0.6,7.1,3.86,17.49,16.02,30.25,9.43,1.36,25.18,-0.16,9.67,1.44
1777925376.4576,11.46,3.75,27.48,3.48,3.01,-0.15,-0.14,-0.18,3.34,15.57,10.84,26.47
1777925376.6579,0.25,7.08,-0.42,5.38,1.49,13.25,2.32,-0.51,14.78,-0.35,11.32,14.27
1777925376.8585,-0.13,5.52,14.01,7.74,12.4,21.58,12.73,-1.98,10.36,7.61,2.56,18.94
1777925377.0587,9.91,8.13,20.06,-0.25,9.42,4.68,4.27,1.2,-0.92,18.75,24.08,25.69
1777925377.2590,1.94,4.17,-0.18,12.5,13.49,27.33,9.24,3.12,33.48,0.26,-1.98,0.68
1777925377.4592,8.91,0.0,17.31,0.53,-2.52,10.85,1.4,6.44,23.08,5.69,6.88,16.43
1777925377.6595,15.8,0.5,11.03,3.58,1.22,9.97,3.68,-0.5,7.33,9.16,21.28,24.39
1777925377.8598,6.26,0.47,18.89,0.81,1.4,3.19,5.18,3.0,5.93,4.59,3.44,16.74
1777925378.0600,8.67,-0.1,15.35,1.12,0.3,5.78,1.14,1.81,7.19,7.77,11.41,18.68
1777925378.2603,6.83,4.22,15.77,2.66,3.82,7.34,1.88,2.64,6.0,6.8,11.75,20.69
1777925378.4606,8.17,1.06,15.91,1.62,0.83,6.48,2.05,0.92,6.71,6.83,10.51,19.53
1777925378.6608,5.83,6.2,11.21,0.63,4.98,-4.12,2.13,2.88,3.48,6.51,18.7,-10.6
1777925378.8616,7.26,0.51,12.75,1.78,0.84,6.49,-0.33,1.81,0.0,7.0,10.54,19.7
1777925379.0619,12.55,14.89,11.29,1.56,-0.1,0.31,1.7,7.75,-3.97,4.91,0.92,12.2
1777925379.2621,2.79,-0.16,2.35,2.13,6.18,0.67,-0.07,3.95,8.16,1.3,0.97,5.34
1777925379.4631,0.19,1.97,0.39,2.93,2.85,5.38,-0.43,1.91,0.84,2.53,2.89,0.21
1777925379.6635,0.17,1.86,0.4,2.93,2.81,5.55,-0.43,1.97,0.87,2.52,2.78,0.2
1777925379.8640,0.21,1.77,0.37,2.9,2.84,5.41,0.3,2.01,0.85,2.57,2.82,0.19
1777925380.0643,0.24,1.73,0.39,2.83,2.87,5.33,0.26,1.96,0.86,2.57,2.67,0.19
1777925380.2646,-0.3,1.72,0.39,2.89,2.84,5.39,-0.39,1.91,0.83,2.53,2.77,0.19
1777925380.4649,0.07,1.73,0.39,2.87,2.74,5.38,-0.4,1.95,0.84,2.5,2.78,0.2
1777925380.6652,0.13,1.79,0.38,2.84,2.79,5.4,-0.37,1.9,0.84,2.52,2.81,0.19
1777925380.8655,-0.26,1.76,0.37,2.88,2.87,5.46,-0.36,1.94,0.84,2.46,2.82,0.19
1777925381.0656,0.14,1.75,0.4,2.79,2.74,5.42,-0.38,1.98,0.82,2.52,2.83,0.19
1777925381.2658,0.34,1.7,0.36,2.79,2.87,5.4,0.31,2.0,0.82,2.6,2.79,0.19
1777925381.4661,0.16,1.71,0.39,2.78,2.9,5.36,-0.38,1.98,0.84,2.53,2.79,0.2
1777925381.6673,0.15,1.69,0.37,2.75,2.77,5.41,0.34,1.97,0.83,2.57,2.69,0.2
1777925381.8678,0.25,1.72,0.38,2.81,2.76,5.39,-0.38,2.05,0.83,2.59,2.68,0.19
1777925382.0682,0.17,1.77,0.38,2.77,2.8,5.33,-0.32,1.91,0.8,2.53,2.81,0.18
1777925382.2685,-0.29,1.72,0.37,2.78,2.81,5.41,0.33,1.93,0.82,2.51,2.79,0.18
1777925382.4688,0.17,1.7,0.34,2.78,2.79,5.29,-0.37,1.93,0.82,2.51,2.84,0.18
1777925382.6691,-0.27,1.77,0.38,2.74,2.97,5.37,0.28,1.96,0.85,2.55,2.61,0.18
1777925382.8693,0.26,1.69,0.38,2.81,2.76,5.29,0.28,1.92,0.78,2.54,2.73,0.18
1777925383.0702,-0.27,1.68,0.35,2.76,2.75,5.43,0.34,1.96,0.79,2.54,2.77,0.19
1777925383.2704,0.16,1.69,0.38,2.77,2.62,5.35,0.35,1.95,0.82,2.6,2.8,0.2
1777925383.4707,0.12,1.67,0.35,2.71,2.8,5.36,-0.34,1.97,0.85,2.56,2.68,0.17
1777925383.6710,0.17,1.66,0.36,2.72,2.64,5.37,0.31,1.95,0.87,2.56,2.77,0.18
1777925383.8712,0.16,1.73,0.37,2.72,2.77,5.31,-0.39,1.88,0.84,2.58,2.69,0.18
1777925384.0715,0.2,1.73,0.36,2.7,2.76,5.33,0.26,1.92,0.83,2.6,2.74,0.2
1777925384.2718,0.2,1.71,0.34,2.73,2.85,5.31,0.31,1.89,0.85,2.53,2.7,0.18
1777925384.4720,0.21,1.71,0.34,2.75,2.79,5.3,0.28,1.91,0.81,2.57,2.75,0.18
1777925384.6723,0.11,1.66,0.32,2.82,2.83,5.26,-0.35,1.89,0.81,2.55,2.7,0.18
1777925384.8726,-0.22,1.7,0.34,2.74,2.83,5.23,0.3,1.91,0.83,2.56,2.68,0.19
1777925385.0728,0.17,1.7,0.33,2.76,2.83,5.36,-0.35,1.91,0.81,2.55,2.8,0.17
1777925385.2731,0.13,1.67,0.32,2.72,2.68,5.31,-0.3,1.99,0.81,2.53,2.77,0.16
1777925385.4733,0.2,1.71,0.33,2.77,2.73,5.23,-0.4,1.94,0.81,2.53,2.84,0.18
1777925385.6736,-0.33,1.73,0.33,2.71,2.78,5.28,-0.36,1.99,0.81,2.59,2.76,0.17
1777925385.8739,0.12,1.7,0.32,2.7,2.89,5.25,-0.4,1.9,0.83,2.6,2.69,0.17
1777925386.0743,0.11,1.69,0.36,2.74,2.76,5.27,-0.33,1.94,0.81,2.55,2.71,0.18
1777925386.2749,0.07,1.73,0.34,2.75,2.72,5.34,-0.34,1.93,0.83,2.53,2.76,0.18
1777925386.4752,0.22,1.7,0.32,2.77,2.83,5.32,0.33,1.94,0.82,2.55,2.67,0.18
1777925386.6754,-0.28,1.75,0.36,2.74,2.81,5.37,0.34,1.91,0.84,2.55,2.78,0.18
1777925386.8757,0.08,1.64,0.35,2.7,2.73,5.35,-0.31,1.87,0.83,2.58,2.88,0.18
1777925387.0760,-0.2,1.67,0.31,2.74,2.93,5.34,-0.35,1.93,0.82,2.59,2.73,0.18
1777925387.2762,0.1,1.7,0.33,2.71,2.75,5.38,-0.36,1.89,0.84,2.54,2.79,0.19
1777925387.4765,0.06,1.64,0.35,2.68,2.76,5.34,-0.38,1.97,0.81,2.59,2.64,0.18
1777925387.6768,0.2,1.74,0.29,2.72,2.86,5.36,-0.3,1.89,0.83,2.59,2.7,0.18
1777925387.8770,-0.29,1.73,0.35,2.62,2.7,5.36,0.35,1.86,0.85,2.55,2.7,0.17
1777925388.0773,0.13,1.65,0.31,2.72,2.84,5.34,0.25,1.92,0.88,2.54,2.67,0.18
1777925388.2776,7.13,2.98,21.16,2.24,5.8,7.24,3.08,1.14,11.66,2.06,3.28,24.83
1777925388.4778,5.52,3.13,11.24,3.65,-2.65,8.64,0.01,6.63,6.58,4.84,4.54,28.97
1777925388.6783,3.73,8.2,8.79,4.57,12.96,17.66,-0.32,3.94,3.83,8.76,16.39,32.04
1777925388.8786,7.32,-0.35,10.67,1.31,1.93,5.37,0.44,0.95,1.38,4.54,7.12,13.79
1777925389.0789,10.32,11.51,13.8,0.86,2.08,2.92,1.5,3.72,6.95,5.1,0.14,11.84
1777925389.2791,9.65,0.84,15.29,-0.11,7.72,7.64,0.35,4.29,7.47,8.51,8.17,19.09
1777925389.4794,8.13,0.86,15.44,0.66,7.96,9.78,0.71,3.34,5.96,8.83,9.9,20.03
1777925389.6796,9.76,3.01,15.45,-0.05,3.0,6.83,0.89,0.24,7.26,8.0,5.91,18.03
1777925389.8808,8.88,-0.01,15.5,0.42,6.19,7.78,0.87,2.09,6.6,8.49,8.73,18.89
1777925390.0811,9.02,0.81,15.49,0.36,5.24,7.78,0.76,1.14,6.66,8.18,7.62,18.84
1777925390.2814,9.18,-0.04,15.5,0.28,5.3,7.54,0.82,1.15,6.74,8.27,4.91,28.81
1777925390.4816,8.62,0.16,14.92,0.66,2.82,7.4,1.08,0.87,6.47,7.91,6.92,19.32
1777925390.6819,9.12,0.48,15.52,0.51,2.59,6.67,0.94,0.7,7.25,8.03,7.16,18.59
1777925390.8822,8.61,-0.11,15.49,0.81,4.11,7.24,1.13,1.88,6.87,7.99,7.94,18.92
1777925391.0827,8.93,0.63,15.45,0.48,2.56,6.97,0.94,0.99,7.07,7.89,7.29,18.79
1777925391.2832,8.78,0.1,15.46,0.7,3.42,7.12,1.04,1.39,6.99,8.13,7.88,19.05
1777925391.4835,8.86,0.29,15.5,0.6,2.98,7.06,1.06,1.09,7.03,8.03,7.51,18.98
1777925391.6838,8.88,-0.08,15.47,0.66,3.14,7.06,1.1,1.31,7.02,8.1,7.65,18.93
1777925391.8841,8.83,0.15,15.49,0.59,2.98,7.06,1.01,1.19,7.02,8.11,7.5,18.89
1777925392.0847,8.85,0.1,15.46,0.68,3.13,7.07,0.96,1.36,6.99,8.04,7.54,18.88
1777925392.2852,8.87,-0.13,15.51,0.64,3.02,7.06,1.05,1.22,7.08,7.97,7.55,18.81
1777925392.4857,8.83,-0.14,15.48,0.61,3.09,7.1,1.08,1.35,7.06,8.05,7.53,18.9
1777925392.6860,8.86,-0.15,15.49,0.64,3.06,7.07,1.01,1.2,7.03,8.0,7.46,18.87
1777925392.8863,8.81,-0.12,15.49,0.59,3.07,7.03,1.0,1.22,7.02,8.15,7.5,18.87
1777925393.0865,8.84,-0.18,15.49,0.65,3.05,7.06,1.09,1.23,7.04,7.99,7.56,18.92
1777925393.2868,8.89,-0.12,15.52,0.57,3.09,7.08,1.03,1.29,7.03,8.07,7.55,18.89
1777925393.4871,8.83,0.08,15.46,0.66,3.08,7.08,1.09,1.25,7.06,8.02,7.44,18.96
1777925393.6873,8.85,-0.14,15.48,0.62,3.08,7.06,1.03,1.2,7.03,8.05,7.43,18.83
1777925393.8876,8.84,0.13,15.45,0.6,3.05,7.05,1.06,1.17,7.02,8.07,7.42,18.79
1777925394.0881,8.87,0.08,15.49,0.65,3.04,7.08,0.99,1.24,7.08,8.06,7.47,18.82
1777925394.2904,8.83,-0.18,15.47,0.57,3.03,7.04,1.13,1.32,7.13,7.99,7.22,16.17
1777925394.4908,7.63,0.45,13.67,2.02,4.0,9.48,2.53,1.18,10.58,6.56,3.58,9.6
1777925394.6913,4.68,4.59,7.81,5.29,8.34,17.28,3.52,4.11,16.94,3.86,0.17,5.52
1777925394.8916,0.65,3.05,2.35,8.3,14.71,23.44,5.25,6.52,19.27,0.93,0.68,3.2
1777925395.0918,1.99,1.65,0.38,11.64,18.1,25.44,2.99,6.26,19.89,1.19,3.58,2.14
1777925395.2921,2.99,2.1,0.33,13.15,15.06,23.95,3.15,8.27,22.57,1.43,3.94,2.77
1777925395.4924,2.94,1.85,0.37,13.07,17.75,23.56,0.84,9.44,22.36,1.86,2.67,4.75
1777925395.6927,2.74,1.81,0.32,13.07,19.62,24.64,-0.2,10.0,22.29,2.08,1.9,6.02
1777925395.8930,2.78,1.9,0.33,13.26,17.49,24.28,3.2,11.31,22.27,2.7,0.31,9.91
1777925396.0933,2.57,1.78,0.33,13.13,18.98,24.36,2.75,12.15,21.23,3.79,3.72,14.2
1777925396.2939,0.92,0.41,3.83,11.21,17.18,22.96,2.21,9.57,18.09,5.18,6.01,17.12
1777925396.4941,1.58,5.78,8.25,5.29,7.25,11.48,1.98,2.74,10.42,8.44,7.55,18.83
1777925396.6944,3.44,8.98,10.95,2.12,3.73,5.42,2.62,0.07,7.71,7.39,8.38,20.84
1777925396.8946,2.92,5.24,11.21,2.79,6.22,7.05,3.15,3.87,6.61,7.45,11.56,21.14
1777925397.0949,3.39,1.51,14.75,2.09,7.25,7.37,0.31,2.49,1.8,7.59,17.34,21.73
1777925397.2952,8.29,14.59,12.33,1.56,6.81,-3.72,2.7,6.85,8.97,4.7,6.43,4.33
1777925397.4957,5.86,8.52,9.73,-0.24,-0.3,-6.16,1.52,3.37,2.64,0.09,2.95,-2.03
1777925397.6960,0.72,2.6,0.44,2.83,3.44,4.34,0.61,3.74,0.71,3.01,3.85,12.83
1777925397.8963,0.5,1.71,0.46,3.02,2.76,5.15,0.43,3.11,0.77,2.46,3.04,0.23
1777925398.0965,0.55,1.71,0.45,3.04,2.96,5.29,0.37,3.02,0.75,2.49,3.05,0.23
1777925398.2968,0.59,1.63,0.44,3.07,2.82,5.3,-0.47,3.02,0.73,2.49,3.03,0.23
1777925398.4971,0.56,1.73,0.45,3.0,2.87,5.31,0.49,2.79,0.76,2.49,3.11,0.23
1777925398.6974,0.58,1.69,0.44,2.98,2.87,5.23,0.43,2.85,0.75,2.47,2.94,0.23
1777925398.8976,0.49,1.67,0.43,3.0,2.95,5.22,0.43,2.8,0.76,2.46,3.01,0.23
1777925399.0979,0.64,1.68,0.45,3.03,2.91,5.2,-0.48,2.98,0.8,2.45,2.95,0.21
1777925399.2985,0.54,1.66,0.46,2.96,2.95,5.21,-0.47,2.97,0.78,2.46,2.83,0.22
1777925399.4990,0.51,1.66,0.42,2.94,2.87,5.22,0.48,2.83,0.75,2.51,3.05,0.23
1777925399.6996,0.56,1.65,0.42,3.03,2.83,5.23,-0.42,2.92,0.75,2.45,2.92,0.22
1777925399.9009,0.57,1.65,0.4,3.03,2.84,5.18,-0.44,2.92,0.79,2.53,2.85,0.22
1777925400.1017,0.56,1.65,0.43,3.02,2.89,5.2,-0.44,2.88,0.74,2.47,3.2,0.22
1777925400.3020,0.52,1.64,0.42,3.0,2.91,5.13,0.31,2.97,0.74,2.45,2.83,0.22
1777925400.5022,0.49,1.64,0.41,2.95,2.89,5.15,0.48,2.77,0.74,2.53,3.02,0.21
1777925400.7028,0.56,1.69,0.4,3.0,2.95,5.1,0.35,2.67,0.8,2.44,2.97,0.22
1777925400.9041,0.52,1.67,0.41,3.02,2.93,5.19,0.4,2.87,0.78,2.44,2.93,0.23
